transaction_id,user_id,amount,device_id,ip,location,timestamp,fraud_flag
64,746b2e4d-41b7-4ed6-bfdb-412e0c2ac7a7,3053.22,1884258e-55a6-4eae-91fc-f777be6a7d94,43.247.254.114,Mccormickburgh,2026-02-11 15:41:44,0
65,93305924-72aa-494c-b952-228966a456ff,497.36,00053e60-26ee-4292-82c3-2625356c00e9,16.191.54.14,North Gracemouth,2026-08-07 23:29:36,0
66,ddab62ea-7341-4660-807c-23d05efce137,4404.67,f4eba9fb-d24b-425a-9c4d-ecd9c5b56f4e,197.244.168.248,Josephside,2026-03-28 10:49:26,1
67,0113af8c-255e-4c6d-8f99-9e712bf7d75b,4199.98,77891290-6ed8-4ec4-b56b-9d19f33c692a,47.104.154.31,Alejandroville,2026-06-09 22:14:03,1
68,dd611dfe-c739-4364-b38b-04e4ac2364ee,2197.36,5bf4815d-8245-4e42-a5d2-509189a4bbdc,80.64.103.11,Lake Davidport,2026-07-02 04:26:48,0
69,ea3c2670-8ad9-4c85-8f98-440687068015,1022.01,824c3eb7-7f91-4245-9426-1aae2f78b6c3,129.153.251.133,Katherineview,2026-06-24 04:55:25,0
70,5faa7e47-5758-4801-93cb-916ae8197790,1764.37,8eafe3bd-cbc2-42be-9ea5-2272765f2f08,73.94.123.110,Harrisfort,2026-05-14 02:13:08,0
71,1ff8ef0f-d04d-4017-8c7d-70c9487ecaf9,4266.16,fe047581-d9d0-4f3f-8fe2-7fcb8f5772c0,152.147.59.236,New Clarencefurt,2026-06-23 08:24:40,1
72,c3c91f4d-d30a-4b75-83d4-f6c295e2ffe7,124.84,233d7093-ef31-4624-b08e-ec1111239cb2,40.35.19.220,Brownborough,2026-02-05 16:04:07,0
73,4aac6f85-ef5e-45c7-849c-d7b88a4c2767,2045.38,a410b0c2-358b-4483-bb71-2fd49fcb63b0,218.25.131.195,Timothystad,2026-07-18 09:27:04,0
74,e964f2b8-12bf-4715-8729-8eb04d7e1bbe,130.97,ce24b56f-32c6-4391-a3b1-307d004df723,221.204.219.178,Robinsonton,2026-08-18 07:07:15,0
75,9379904b-b7a3-4e13-ba33-b50091090ba6,4560.74,50533bc2-7d43-4c90-9054-77cc71bdde23,98.2.168.231,Priscillaside,2026-05-07 18:45:05,1
76,5166257c-df1a-4c99-b035-763158661db8,3757.63,3ba7bbc2-ba11-4f6a-a3a0-dfba4be70055,155.174.192.246,South Alexander,2026-06-20 23:32:28,0
77,bda7df81-eb1a-4b43-9be2-edbab556f598,1449.12,533d9154-0e0f-44a0-b4c6-c0f6eee6126c,206.36.185.183,Vaughnville,2026-05-16 17:05:54,0
78,53cab623-fd9a-4d9e-a4ba-069e720312fa,1526.25,1ba1f70c-e959-43ec-aa76-78e3168d70f3,218.211.27.20,North David,2026-01-20 08:07:26,0
79,442c97be-2712-4448-90b0-5f55c9333a1b,1026.51,73ca8589-efd1-4646-8643-6190d72a1d43,162.197.247.56,South Sheila,2026-02-27 10:47:23,0
80,5bfe6ab1-03f7-4d03-8790-ce47ff14f8e5,4857.3,48863663-8eeb-4959-b57b-53836df5f52e,139.86.55.118,Jamesbury,2026-07-13 13:23:09,1
81,11563f99-6b3b-4da7-ad35-4ba2bf177288,245.4,b284302f-c787-49bb-8922-aeeb1c8d8ba1,102.226.153.93,Port Justinstad,2026-06-24 13:55:41,0
82,8f338636-0322-4332-9bb9-6232788b6400,366.25,f9cbe564-91e0-47d2-8e9d-d74ff12e3f1d,110.166.195.1,New William,2026-07-13 19:41:57,0
83,cc38657a-91f7-4c84-8dd1-13c02e0c0098,1736.34,eb8307cb-fff1-4b2c-bc69-e728ed1c8bba,189.125.174.9,Lindafort,2026-03-26 13:47:46,0
84,f63146cb-5673-4d8e-ae54-605017efeed7,2230.76,58eabd35-5f72-4356-ace5-e15e9902db32,186.42.107.220,New Williamstad,2026-02-09 09:34:08,0
85,1a18df84-4f37-4138-8f8a-c2c670dd92ab,209.12,657253e7-0c57-422b-b9da-486d57c866df,160.207.244.189,Brendabury,2026-06-23 10:31:08,0
86,78aea5e4-a99c-41ca-bb5f-e1a0aca1a5dc,3486.89,fc821ec6-bc12-411d-9fce-4b9e05c2135b,157.23.220.1,South Ashleytown,2026-01-05 19:10:58,0
87,5d3bc4fb-81a3-46de-a08e-f87b588b6568,3540.57,e6b864fb-c8e6-4f90-9528-88c93b309541,9.189.147.49,West Andreaton,2026-06-29 23:04:44,0
88,ea881b9e-4bfc-4cd4-9def-05587a83a5fd,2188.56,23b3b22c-69de-49a0-ad48-151137bf9690,197.16.154.109,Lake Jessicashire,2026-05-26 16:15:48,0
89,2fd44a56-34b2-4b0b-9297-236fbf5a8cd5,846.9,fc9c4cbb-d9b3-488f-a778-e21a97b45c86,126.33.13.130,Mitchellside,2026-03-26 06:13:15,0
90,3e795c48-acff-4660-bfc4-2eebf1e8f025,943.3,55a23b0f-7b31-46fb-8952-1217be6495d5,223.101.239.22,Davidport,2026-02-17 01:12:29,0
91,d22cdb60-97a1-4aa3-9309-27bb74b1ee40,1160.07,e9d4c9f2-6ec7-41ce-bf45-3d5f0d45d51f,75.207.134.144,Brownton,2026-06-07 07:41:00,0
92,bedc8351-2235-4fe3-8e3d-93e975205432,2750.15,9738c984-0901-441c-98b3-ebd83089a729,197.150.81.109,Hamiltonchester,2026-07-21 04:16:58,0
93,f7f9b4bb-cbb3-40d6-b73e-4e9d71bca0d4,2566.89,9200bd4c-b95c-4456-80ed-9d18f96945d9,153.108.242.21,Samanthaberg,2026-03-18 11:42:14,0
94,9148fca5-1c55-4950-9983-a2a11535b3e3,1172.63,f231dc41-4bcc-468f-a65c-9e329699fcad,110.216.217.55,East Vanessa,2026-08-18 06:19:48,0
95,72e34e92-aaa2-4cea-ae5d-b81e5863f320,182.0,836a6279-0f84-4d6f-b207-df7867aa706d,177.236.36.162,Franciscobury,2026-05-14 13:22:10,0
96,c72e145a-48c3-4497-9dda-67e55373d2a3,2782.74,0513a1a2-54d9-4d1b-9963-b1c6f83b7815,218.71.18.71,South Rebekahmouth,2026-08-20 22:25:28,0
97,4030dd95-47ef-4954-a8b3-ec5d4417b58e,431.34,73ab46c1-8e2b-44a3-9821-312089ea3173,110.108.66.99,Amyborough,2026-05-10 02:48:28,0
98,cddfd86b-069c-44af-9095-7acefa96540c,4015.08,1b87c8c5-4f75-4209-b0ee-3df27a1691a0,180.59.21.44,Lake Tanya,2026-05-13 13:30:25,1
99,6e07989d-bfc1-4beb-9f4b-ca1937ac1c05,1473.45,de581750-f087-487f-988a-9de072000854,90.237.177.104,Joshuaview,2026-05-07 18:47:00,0
100,145fef5d-bc1e-479c-86e0-c67f905504c5,2004.35,960963fd-fe32-4e5a-a2de-61a65a965bae,23.21.248.146,Williamsview,2026-07-14 09:38:42,0
101,08dcbacc-3de5-48f2-b1d4-406fbef7394d,2024.28,b2c1267c-539c-4f51-aa99-13e5a3b92237,109.182.222.193,South Michael,2026-05-22 04:53:40,0
102,06c97858-05ab-49f2-99d8-45fc2f06c9e7,313.55,bfdcc11e-2b00-42e6-b946-acfc311c48f4,112.166.135.141,New Michaelborough,2026-05-30 13:31:29,0
103,9045cf3a-3846-4d14-9654-6e3a83c9ec72,2026.52,c19d2241-764f-4f8c-914d-e7eb3b0f0828,60.236.150.242,New Toddville,2026-03-09 23:15:46,0
104,5c6502d0-bab7-4db0-b568-0fc4b824e4c6,1437.73,61799bf1-fe37-4929-a869-69408a6bf8f9,65.95.193.174,Martinezton,2026-03-07 06:25:34,0
105,cc6430df-217a-4310-aa54-29e850fa72af,2491.97,12f4fc25-bc37-46b1-8bea-42c3bf226699,31.161.153.71,Alexshire,2026-07-23 02:15:10,0
106,2e993444-2e13-4973-97fb-ebf8d6975809,2975.28,e87e93e7-cdbc-4f76-a202-a0f984ad2406,58.176.130.77,Smithborough,2026-04-22 19:29:20,0
107,0502224f-20f6-4ac8-9a72-95a5695e9f73,1288.57,af8bf6ad-af55-4e18-8089-3dcc6d48fb4d,59.161.183.100,Williamton,2026-02-01 08:40:53,0
108,c37ac4c5-a72a-49ae-8d8c-1deb448172d5,3405.33,dcefb9f4-37d1-4f72-851a-1a2718b33f72,26.171.93.52,Carlyton,2026-06-27 19:26:20,0
109,831ba687-e378-4354-9a69-292f807c28ba,4983.17,fd563b60-74dc-4d90-b809-cfa269594782,207.120.182.226,South Williamstad,2026-07-10 10:01:35,1
110,8ed4975b-f051-4c38-aadd-c2d7899dbe67,760.25,9c9a2975-aa02-49d7-946a-f6506b9bf773,172.194.206.167,East Jerryview,2026-05-31 23:37:36,0
111,38726c63-366e-4211-89f5-0ebb3c7f4d9d,4541.03,4fc82c4a-4c26-4749-b817-0609d6120181,96.96.220.206,Kellerport,2026-08-11 20:25:53,1
112,c66a5700-43ce-45d7-bf42-9fada9356e6e,3899.47,c2150a47-0378-4e9b-abbd-76b650ed7806,212.15.176.35,Jessicaberg,2026-01-20 22:34:59,0
113,f0c69ead-61f9-4af7-acd2-408fda0961e4,4362.05,09be0bc2-3606-4f7f-8f4d-f66d3d19a24f,137.17.134.98,Lake Lindamouth,2026-03-19 05:41:40,1
114,acb20842-6f02-4e3d-88c7-050921eccb7e,3815.26,1bee5f0e-2e37-435d-8d94-3d7a3eef447a,104.101.21.53,Port Laura,2026-01-07 09:28:42,0
115,ce89555f-8039-446e-b8e6-76b209b1e628,3206.98,9d85c5d8-f2e4-43c7-91a7-f67ef53d8b22,178.68.208.100,Meganberg,2026-05-30 00:01:08,0
116,c8e5801e-a06e-4bf3-b340-b9986ec6be7c,1254.41,219fb3ff-ecb5-4118-aac4-c01ad871fa16,155.105.84.179,Masonfort,2026-03-22 18:27:06,0
117,10ddabe9-c7c4-4e39-93c3-bb9346b324d9,4286.03,52d1033a-62a1-4a69-8db5-4c9f582fa57a,120.22.6.53,Port Mark,2026-01-12 22:47:20,1
118,809c49d4-e350-4e6b-8dcf-2fd21b2f5c5c,4364.36,d8b8b5ab-ba6d-4aa7-984d-f5b802eff852,118.37.75.225,Josephview,2026-02-26 00:55:12,1
119,12188222-6a54-43fa-ac69-a05d095dd993,2393.12,6c5f4e92-76b9-42fd-b8e2-979b1b1da752,86.163.18.149,Gregorychester,2026-02-05 00:58:16,0
120,52bd386c-b2b5-4edd-aeaa-4ae0d85007ed,4391.89,6e7c154d-3c24-41de-82b9-7c7ab6abceae,221.78.174.44,South Anthonymouth,2026-04-17 00:24:30,1
121,3c4f8792-6e9a-46dd-b69e-7d9fa7b73f5d,4053.39,af7d0825-5b60-4c8b-85b9-4a2b4046ceaf,119.100.43.13,Pennyshire,2026-07-21 13:41:32,1
122,ae2be81b-172e-4156-aeea-351f556aaba1,3128.23,80d9762d-6bf8-476e-9a3b-533339384828,174.51.234.154,East Ashley,2026-01-12 03:28:36,0
123,5330169a-5064-4c66-8565-61aa52b04bfe,2070.4,d342ac3a-571d-41a0-a97c-75e7bc7e8e48,212.130.3.241,South Donaldside,2026-02-25 00:23:22,0
124,bd5f4405-7bd0-4044-be7f-fd088e94a080,1011.49,f1c6e1b7-a0f3-4466-a340-eefbadcec825,50.63.130.65,South Patriciamouth,2026-05-10 22:19:06,0
125,baf11afa-2641-4583-b5ad-0c4e9abdc78b,1519.45,523e5d79-4ae0-4ed0-b457-810f1394abce,145.30.135.114,Johnsonfort,2026-01-12 22:44:15,0
126,f1952cc4-1ca5-4f17-be20-f16d19939a6c,1567.0,14937bd9-9051-45e6-9c54-8d970d8172af,33.213.99.4,Johntown,2026-01-24 07:16:23,0
127,dbd38902-1bde-477c-b9e8-b19cdaa6aa44,3413.17,9b9bb940-9b7e-4a2f-acef-8623f8305089,120.46.144.170,East Lisa,2026-06-09 11:52:31,0
128,f3d66044-49a4-45ff-aa97-c6e4c00be1e1,3150.85,bd0734a0-7fca-45f9-87c6-30a47edb4341,19.156.156.36,Bryanmouth,2026-04-12 18:49:08,0
129,ac00ed31-aa89-4c87-8280-20cb8b86b765,10.89,5f8ae885-40fa-467f-aaa7-77ad9f2c60ea,163.3.85.175,Lake Matthew,2026-01-24 01:23:26,0
130,98f37976-307c-4bd7-9615-56044d5da36d,1326.01,36488de4-e2be-41a4-b9cb-527c77c35c94,88.153.212.222,Warnerfurt,2026-04-08 22:13:08,0
131,902d6d42-e695-41dd-a1c4-06e7a8e0db4c,2606.46,7dd3de73-d903-4b5a-a1b4-ed4f231d7e36,16.35.241.214,Julieville,2026-03-16 02:42:37,0
132,690ab532-6745-4b49-8249-42c269c33ee9,2254.62,f1f2d84f-ec80-44d9-95dc-9c15367d945d,63.204.3.120,North Michael,2026-01-02 07:23:39,0
133,4904d6e2-2f7c-4d9a-bade-7880b5448dcc,3121.3,810136f7-9953-4808-b129-88ca41220225,137.39.147.250,Kylechester,2026-06-24 22:19:46,0
134,3616cf93-d94d-4e75-acad-fe817ad7b59f,3530.86,519bfb45-9d15-4b22-b6c5-ed6fb458ed59,168.172.90.45,Kimberlyland,2026-08-07 13:23:18,0
135,24a421cd-370e-4bbe-8dde-2bd0e78278a2,487.75,29befc37-e14a-4a99-83d0-d4524ea91e72,27.176.222.145,New James,2026-06-27 02:55:23,0
136,91f74064-92fe-42e6-b34d-3fb7ec05b083,4560.38,2add79cf-ae2c-4016-be79-be2fa7a6ec96,180.148.224.250,West Jimmyburgh,2026-06-20 22:56:47,1
137,3765474f-c610-4097-af29-e5a64492c225,2947.91,74a57c94-fc18-434a-88ae-457569a78a11,19.91.171.29,West Jeffrey,2026-07-09 06:37:12,0
138,81f2c49d-ddee-44f5-b3e2-0fddb12cbefc,1054.95,7084ad93-6f17-44d2-a19a-d6d69886c470,5.14.129.104,Ayalamouth,2026-01-25 22:15:25,0
139,e9f392f7-f880-49a9-98f9-29aad6c628b4,807.57,e0203e62-e338-46d7-93af-f1f78ee4f9dd,69.166.206.39,West Timothy,2026-07-15 23:57:29,0
140,022e27ee-a293-4fc8-9f34-fa18d4f711bf,3441.71,0b00288b-add7-4765-a8cd-ed1005c42b1d,40.143.128.170,South Lindafurt,2026-06-27 12:51:12,0
141,0ca03466-e6c2-4f95-bf00-3956f76c3a54,3143.23,8ed7ad8f-cb0c-46ba-aab5-f57011229e6b,185.190.150.55,South Morganside,2026-05-14 05:11:50,0
142,0f52606c-6083-4e56-afed-1de860cce19e,3596.53,370a650c-105b-4398-942b-60951c8bcecd,218.51.225.92,Lake Eric,2026-08-12 03:49:03,0
143,850d1560-093a-4e15-a195-c0915faf3bac,3837.71,ac263012-cdaa-4bca-99f5-07e773d977fe,153.147.72.35,New Ashleybury,2026-03-23 11:27:42,0
144,40603d2e-9cc1-4a02-bdb2-5d0b598af469,3847.96,5e4be1da-a718-47f9-9db8-f88f16b8f32d,55.83.9.138,Rodneyview,2026-01-15 20:57:41,0
145,ab9e89f4-14f0-425c-9529-e224ffac68ee,2274.28,f4ab531a-dbaf-4462-89cf-66e8fe2328a2,94.134.89.59,Ashleystad,2026-06-08 10:18:48,0
146,ce95f44d-e32d-4caa-a3ef-2da4b5835369,15.43,ee8c9eab-ca17-4d5f-a772-0c2863a94272,189.113.90.247,Rachelland,2026-07-07 08:57:00,0
147,42665d81-037a-41bc-8931-86c741e0ab8c,3829.92,0695b477-78f8-4417-af9d-135282e52654,78.231.74.214,West Kevinfurt,2026-05-05 20:40:34,0
148,29928018-357c-4c5f-8eee-ebb3bea10e2f,3134.39,405f4d97-3024-4891-ae29-c6bc88b1c12c,143.104.153.210,East Amberborough,2026-07-17 16:17:10,0
149,a6d02456-438f-44e2-aec7-3bdfa88fdecc,704.27,fecb25e0-d9a1-4adc-86e1-ad45e939663e,165.46.8.205,North Crystal,2026-07-12 10:20:32,0
150,8a993e07-89e3-4604-a19e-af204317d922,1754.37,e80448f0-5ca5-4efb-bb96-5222f2e99fb7,66.247.126.172,Frankfort,2026-07-04 10:56:05,0
151,6f729b70-f0ec-4af6-9b37-afb469fa7662,4712.79,36008489-92f3-4ecd-9d60-719f23e954e2,191.171.236.174,Brendamouth,2026-04-11 04:07:45,1
152,2fe748a1-3f65-410f-80c2-c497b6f83578,640.5,7a07e130-c095-4ac5-8966-154278423acd,209.75.214.218,Rothhaven,2026-05-04 05:22:18,0
